,headlines,text,source,link
17356,"2.7L stateless Rohingya get ID cards, 1st documentation for many","Over 2.7 lakh Rohingya refugees in Bangladesh have been registered by the United Nations, several getting identity cards as their first-ever proof of documentation. The Rohingya Muslims living in Myanmar have not been able to acquire formal citizenship, leaving them stateless and deprived of basic rights. The cards are aimed at improving the accuracy of data on refugees in Bangladesh.",The New Indian Express,http://www.newindianexpress.com/world/2019/may/17/some-250000-rohingya-refugees-receive-first-id-cards-un-1978220.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17357,23-year-old Sikh denied entry into US restaurant for wearing turban,"A 23-year-old Sikh man was denied entry into a restaurant in US' Port Jefferson for wearing a turban. ""Throughout my life, I've faced verbal abuse and bullying about appearance...However, my basic freedoms of entering public accommodations were never infringed upon,"" Gurvinder Grewal said. The restaurant apologised, saying it doesn't allow headwear on weekends ""to more capably identify people"".",The New Indian Express,http://www.newindianexpress.com/world/2019/may/17/sikh-youth-refused-entry-in-new-york-restaurant-for-wearing-turban-1978238.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17360,"BJP, TMC like 2 choices of poison for Bengal: CPI(M) leader","CPI(M) leader Brinda Karat on Friday said BJP and TMC are like offering West Bengal voters two choices of poison. ""You can't think you can taste this poison or that,"" she added. Karat, while talking about recent clashes in Kolkata, said, ""EC must release the unedited official footage of the procession and subsequent events. All citizens must know the truth.""",The Financial Express,https://www.financialexpress.com/elections/bjp-and-tmc-like-offering-voters-two-kinds-of-poison-says-cpim-politburo-member-brinda-karat/1581312/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17361,Don't address media during silence period: EC to politicians,"The Election Commission has asked star campaigners and other political leaders to refrain from addressing the media during the silence period. The silence period begins 48 hours prior to voting day and comes to a conclusion after the end of polling. Notably, the campaigning for the final phase of Lok Sabha elections, scheduled for May 19, ended today.",ANI,https://www.aninews.in/news/national/politics/ec-asks-star-campaigners-other-leaders-to-refrain-from-addressing-media-during-silence-period20190517172928/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17362,"EC manipulating poll diaries in South Delhi, alleges AAP","Aam Aadmi Party has alleged that Election Commission got polling diaries manipulated by presiding officers in South Delhi constituency. ""These diaries contain sensitive information and we want to know why Election Commission asked presiding officers to modify the information,"" AAP's Saurabh Bharadwaj said. South Delhi returning officer denied any such happening and said it's a ""misinformation"".",The Financial Express,https://www.financialexpress.com/elections/ec-manipulated-polling-diaries-in-south-delhi-aap/1581544/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17363,"Indira credited for 1971 war, why not PM for Balakot: BJP leader","BJP's Jitendra Singh on Friday said that if former PM Indira Gandhi is credited for 1971 war's victory, ""why shouldn't PM Narendra Modi be credited for Balakot airstrike"". ""On what basis can Congress and allies dissuade common masses from crediting PM Modi,"" he added. Singh alleged that by defaming PM, Congress is ""indirectly or directly echoing the interests of Islamabad"".",The New Indian Express,http://www.newindianexpress.com/nation/2019/may/17/if-indira-can-be-given-credit-for-1971-war-why-not-modi-for-balakot-jitendra-singh-1978231.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17365,Maria Sharapova withdraws from French Open 2019,"Russian tennis player Maria Sharapova has withdrawn from the French Open 2019 as she is recovering from a shoulder injury. The two-time French Open champion has not played since January and has undergone surgery. ""I have returned to the practice court, and slowly building the strength back in my shoulder. I'll really miss you Paris, until next year,"" wrote Sharapova.",The Guardian,https://www.theguardian.com/sport/2019/may/15/maria-sharapova-withdraws-french-open-injury-paris?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17366,World no. 1 Osaka withdraws from Italian Open due to injury,"World number one Naomi Osaka pulled out of the ongoing Italian Open ahead of her quarterfinal stage clash with world number four Kiki Bertens. Osaka told reporters in Rome that she felt no pain in her right hand during the week, but woke up on Friday with pain and swelling at the base of her right thumb.",WTA,https://www.wtatennis.com/news/naomi-osaka-withdraws-rome-injury-ahead-quarterfinal-clash-kiki-bertens?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17369,Intel CPU flaw fix may reduce Mac performance by 40%: Apple,"Apple has said tests of its 'full mitigation' option to fix a recently disclosed vulnerability, existing in nearly all Intel CPUs made since 2011, reduced the performance of its Mac computers by up to 40%. Apple also added several pre-2011 Macs could stay vulnerable to future security exploits as Intel is not likely to issue updates for those chips.",BGR,https://www.bgr.in/news/apple-says-pre-2011-macs-may-not-be-patched-against-vulnerabilities-similar-to-zombieload-in-future/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17370,"RIL to disrupt e-comm, Paytm Mall's model unsustainable: Forrester","E-commerce platforms like Paytm Mall, Snapdeal and ShopClues will face difficulty in raising funds to subsidise discounts, market research firm Forrester claimed. It said Paytm Mall's business model is no longer sustainable, adding it will find it difficult to survive in the long term even if it raises funds now. Reliance Industries' entry will disrupt Indian e-commerce, it further said.",TechCircle,https://www.techcircle.in/2019/05/17/reliance-to-disrupt-e-commerce-sector-paytm-mall-s-biz-model-unsustainable-forrester?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17371,Can't share black money details given by Switzerland: Govt,"In its reply to an RTI query, the Finance Ministry declined to share information on black money cases received from Switzerland. ""The information shared by Switzerland...is governed by confidentiality provisions,"" the Ministry said in its reply. They added that India and Switzerland share information on black money on a case to case basis as per the investigations being carried out.",The New Indian Express,http://www.newindianexpress.com/nation/2019/may/17/citing-confidentiality-government-refuses-to-share-black-money-details-received-from-switzerland-1978144.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17372,"Strong govt can hold elections, IPL together: PM Modi in 1st presser","PM Narendra Modi today addressed his first-ever press conference since taking office in 2014. ""In last two elections, even IPL couldn't be held. When government is strong, IPL, Ramzan, school exams and others take place peacefully,"" he said. PM Modi was accompanied by BJP national president Amit Shah in the press conference that took place at BJP headquarters in Delhi.",Hindustan Times,https://www.hindustantimes.com/lok-sabha-elections/lok-sabha-elections-2019-live-updates-pm-modi-to-address-public-rally-in-madhya-pradesh/story-Q1yUnkHVZVvEiLjHBYLbAO.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17373,"'Grumpy Cat', whose facial expression inspired memes, dies aged 7","'Grumpy Cat', the feline whose facial expression inspired memes on social media, has died aged seven, her owners announced on Friday. ""Grumpy encountered complications from a recent urinary tract infection that unfortunately became too tough for her to overcome,"" a statement read. According to her owners, her facial expression was caused by feline dwarfism and an underbite.",Twitter,https://twitter.com/RealGrumpyCat/status/1129310647458467840?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17374,Excellent: Rahul on PM not taking any questions in 1st press meet,"Reacting to PM Narendra Modi not taking any questions in a 50-minute press meet at BJP headquarters, Congress President Rahul Gandhi tweeted, ""Congratulations Modi Ji...Excellent Press Conference!"" ""Showing up's half the battle. Next time [Amit] Shah may even allow you to answer a couple of questions. Well done!"" he added. The press conference was PM Modi's first since taking office.",Twitter,https://twitter.com/RahulGandhi/status/1129365873632763905?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17377,Imaging black hole like listening to a broken piano: MIT scientist,"MIT computer scientist Katie Bouman, who helped design algorithm to piece together data from eight telescopes to image the black hole has said the process was like listening to a piano with missing keys. She added that just as human brain can understand a song with missing notes, the algorithm filled in missing pieces of information to make the image.",Phys,https://phys.org/news/2019-05-imaging-black-hole-broken-piano.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17378,"Air Force Chief flies MiG-21, says it is a formidable war machine","Indian Air Force Chief BS Dhanoa on Friday flew the supersonic jet MiG-21 at Air Force Station in Tamil Nadu's Sulur. Post his solo sortie, he said, ""MiG-21 is a formidable war machine."" Dhanoa was on an official visit to the station, where he also interacted with various teams including Sarang, Flying Daggers and The Knights among others.",Twitter,https://twitter.com/IAF_MCC/status/1129356248355205120?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17379,Any threat to Sri Lanka is a threat to us: India,"Any threat to Sri Lanka is seen as a threat to India, High Commissioner of India to Sri Lanka Taranjit Singh Sandhu has said. ""We will fight this jihadist ideology and jihadist terror together, shoulder to shoulder with you,"" he said assuring Sri Lanka of India's support in the aftermath of the Easter Sunday serial blasts which killed 257 people.",DD News,http://www.ddinews.gov.in/national/india-offers-full-support-sri-lanka-dealing-jihadi-terrorism?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17380,Some things must remain sacred or we become Taliban: Mahindra,"Taking a veiled dig at BJP's Pragya Thakur over her ""Nathuram Godse is a patriot"" remark, Mahindra Group Chairman Anand Mahindra tweeted that India has been the land of Mahatma Gandhi for 75 years and a beacon when the world lost its morality. ""Some things must remain sacred. Or we become Taliban, destroying statues that sustain us,"" the billionaire said.",Twitter,https://twitter.com/anandmahindra/status/1129187320987447296?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
17381,US govt asked Congress to reimburse Taliban for travel expenses,"The US government had asked the Congress to reimburse the Taliban for the travel expenses incurred while attending peace talks, a congressional aide said. However, a Capitol Hill committee denied the request as it'd have amounted to support for terrorists. The Taliban and the US have been participating in the talks with an aim to end the war in Afghanistan.",Reuters,https://in.reuters.com/article/usa-afghanistan-taliban/pentagon-seeks-to-use-funds-to-transport-lodge-taliban-members-in-search-of-ceasefires-idINKCN1SM2TK?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
